name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
"String Quartet No. 13 in B-Flat Major, Op. 130: 4. Alla danza tedesca. Allegro assai",Prism II,Danish String Quartet,4swzS4AczR6tRKdAmJyxjJ,2019-09-13,40,202853,0.307,0.877,0.054,0.798,0.109,0.235,-24.102,0.0462,86.826,7,3,study
"Piano Trio No. 1 In G Major, Hob.XV:25 - ""Gypsy"": 1. Andante","Haydn: Piano Trio No. 39 (Trio Through Time, Vol. 3)",Franz Joseph Haydn,1OX5WhlwcmU58vyBa5eOhn,2019-09-13,40,343346,0.34,0.975,0.0642,0.136,0.144,0.567,-23.697,0.0407,146.581,7,4,study
"String Quartet No. 15 in G Major, D. 887: III. Scherzo. Allegro vivace - Trio (Allegretto)",Mozart & Schubert: Quartets Nos. 15,Quatuor Voce,7sFW3OPIL5RR1ow8smo5GT,2019-09-06,42,353866,0.325,0.955,0.117,0.759,0.12,0.353,-21.347,0.039,150.441,7,3,study
III. Tempo di menuetto,"Septet in E-Flat Major, Op. 20/III. Tempo di menuetto",Ludwig van Beethoven,5zenMly9YbUD2FyjjmBddb,2019-09-06,0,190986,0.489,0.948,0.037,0.65,0.115,0.357,-20.198,0.0495,122.785,10,4,study
"Octet in E-Flat Major, Op. 20: I. Allegro moderato ma con fuoco",Odyssey: The Chamber Music Society in Greece,The Chamber Music Society Of Lincoln Center,0hCbtOo9aFH3RDybCUi07Z,2019-09-03,39,844466,0.313,0.919,0.185,0.848,0.119,0.171,-17.131,0.0365,135.907,3,4,study
I. Allegro con brio,"Piano Sonata No. 21 in C Major, Op. 53, ""Waldstein""/I. Allegro con brio",Ludwig van Beethoven,6SLsrHZZuqSw4se3SbZ5TD,2019-09-06,0,602746,0.2,0.986,0.0967,0.934,0.0894,0.0845,-26.579,0.0419,85.258,0,4,study
"Concerto grosso, Op. 2, No. 2 in C Minor: IV. Allegro","Geminiani: Concerto Grosso, Op. 2, No. 2",Francesco Geminiani,2nnHeikmjEkrVUwBG3OtmK,2019-08-30,0,204187,0.519,0.885,0.112,0.0678,0.111,0.647,-21.159,0.0387,124.662,11,4,study
"Piano Concerto No. 2 in B-Flat Major, Op. 19: 3. Rondo. Molto allegro - Live at Konzerthaus Berlin / 2018","Beethoven: Piano Concerto No. 2 in B-Flat Major, Op. 19: 3. Rondo. Molto allegro (Live at Konzerthaus Berlin / 2018)",Ludwig van Beethoven,1PUdHdN4Tplc3iiUeKyL4D,2019-08-30,38,361666,0.477,0.986,0.228,0.903,0.141,0.57,-18.529,0.0441,111.871,10,4,study
"String Quartet No. 14 in C-Sharp Minor, Op. 131: 7. Allegro",Beethoven: Late Quartets,Ludwig van Beethoven,6TkybP6S8d65RwddN4C6kD,1997-01-01,43,399160,0.419,0.96,0.157,0.581,0.0869,0.287,-16.158,0.0467,129.619,1,4,study
"String Quartet in F Minor, Op. 20 No. 5: I. Moderato",Haydn: Opus 20,Franz Joseph Haydn,3w8t1dobfFnPDO9RYEmHcP,2019-08-31,39,671360,0.415,0.964,0.147,0.0626,0.21,0.339,-14.04,0.0407,112.387,5,4,study
"24 Préludes, Op. 28: 8. Molto agitato in F-Sharp Minor",Ivo Pogorelich - The Essentials,Ivo Pogorelich,4l9cn16iKTWOsOzzshHURv,2019-08-22,32,123690,0.272,0.995,0.0755,0.842,0.089,0.0558,-27.086,0.036,65.575,6,4,study
"6 Soirées à Saint-Petersbourg, Op. 44 No. 3: Preghiera","Tchaikovsky, Rubinstein & Glinka: Russian Seasons",Roberte Mamou,4ATcY8tjIQAC95Crgzkjnd,2019-08-23,40,154954,0.354,0.995,0.123,0.842,0.099,0.0372,-19.629,0.0599,97.136,3,4,study
"Beethoven: String Quartet No. 7 in F Major, Op. 59 No. 1, ""Razumovsky"": IV. Allegro (Russian Theme)","Beethoven Around the World: Vienna, Op. 59 Nos 1 & 2 - String Quartet No. 7 in F Major, Op. 59 No. 1, ""Razumovsky"": IV. Allegro (Russian Theme)",Ludwig van Beethoven,7LeXP6y9a1QNc4gH2wBhIs,2019-08-23,44,485367,0.423,0.948,0.344,0.0899,0.115,0.329,-13.491,0.0457,117.941,5,4,study
"Minuet in A Major, D. 334","Minuet in A Major, D. 334",Franz Schubert,6qoKrxleX3tTaDv4kk8jzH,2019-08-09,0,193320,0.273,0.994,0.00573,0.913,0.0857,0.174,-39.245,0.0493,91.621,9,3,study
"Liszt: 6 Consolations, S. 172: V. Andantino","Liszt: 6 Consolations, S. 172: V. Andantino",Franz Liszt,4lrnm824C06dUxXgnaWpnH,2019-08-16,37,145720,0.25,0.993,0.0146,0.896,0.115,0.0802,-34.496,0.0415,165.699,4,4,study
"Allegro de Concierto, Op. 46","Allegro de Concierto, Op. 46",Enrique Granados,7tTGH3yp7nDwUgF0jALOQk,2019-08-16,44,473172,0.243,0.993,0.267,0.931,0.17,0.0423,-15.528,0.0441,72.245,1,3,study
"Flute Concerto in A Major, Badley A1: III. Allegro","Hofmann: Flute Concertos, Vol. 3",Leopold Hofmann,1lh4fSEqyPkdF4IjSgJkdW,2019-08-09,43,265000,0.309,0.968,0.124,0.368,0.138,0.528,-18.028,0.0517,181.212,9,4,study
"String Quartet No. 13 in B-Flat Major, Op. 130: 2. Presto","Beethoven: String Quartet No. 13 in B-Flat Major, Op. 130: 2. Presto",Ludwig van Beethoven,786kICuQgqMoMds0kaK1wa,2019-08-16,43,120613,0.462,0.911,0.0805,0.701,0.272,0.384,-22.99,0.043,85.534,10,4,study
"Piano Sonata in E-Flat Major, Hob.XVI: 52: III. Finale: Presto","Haydn: Piano Sonata in E-Flat Major, Hob.XVI: 52: III. Finale: Presto",Franz Joseph Haydn,5UMPPuRxXbQlJ5FymudiIl,2019-08-02,41,325093,0.414,0.99,0.171,0.924,0.156,0.294,-22.706,0.0651,87.546,3,4,study
"Concerto for 2 Cellos, Strings and Continuo in G Minor, RV 531: 3. Allegro","Vivaldi: Concerto for 2 Cellos, Strings and Continuo in G Minor, RV 531: 3. Allegro",Antonio Vivaldi,4rVzmgF1Suh8ciF2gTajde,2019-08-02,49,182960,0.397,0.882,0.368,0.914,0.33,0.762,-15.728,0.0396,140.862,7,3,study
"Mendelssohn: 3 Fantaisies, Op. 16: III. Andante",Mendelssohn: Piano Works,Felix Mendelssohn,2bWjWJyHKMgUmmFGgW75NP,2019-08-02,40,253920,0.296,0.994,0.0179,0.885,0.106,0.0727,-32.339,0.0392,73.942,4,4,study
"Chopin / Arr. Liszt: 6 Polish Songs, S. 480: I. Mädchens Wunsch (After Chopin, Op. 74 No. 1)","6 Polish Songs, S. 480: I. Mädchens Wunsch (Arr. Liszt after Chopin, Op. 74 No. 1)",Franz Liszt,3NmwMJzy7LyHoiS2nTR9y2,2019-07-26,41,183613,0.18,0.983,0.0869,0.918,0.084,0.194,-29.371,0.036,76.178,7,4,study
"8 Pieces, Op. 83 (Arr. for Violin, Viola & Piano): No. 2, Allegro con moto","Bruch, Brahms & Schubert: Chamber Works",Natalia Lomeiko,1xWTaBLkw6T758GCLXNubf,2019-07-19,44,159010,0.215,0.987,0.0765,0.726,0.104,0.148,-22.954,0.0413,101.812,11,4,study
"Piano Sonata No. 17 in B-Flat Major, K. 570: I. Allegro",Mozart: Piano Sonatas,Wolfgang Amadeus Mozart,5AsyuAyjVmRcY2LUrbwxvx,2019-07-05,38,372773,0.364,0.994,0.0515,0.925,0.13,0.367,-24.655,0.0435,144.455,10,3,study
"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",Tchaikovsky: Serenade for Strings - Grieg: Holberg Suite - Mozart: Eine kleine Nachtmusik,Moscow Soloists,7uf3aFC1msj0t5cYImgOWy,2008-09-24,55,209373,0.241,0.925,0.122,0.66,0.126,0.187,-22.411,0.0497,66.325,7,4,study
"Lemminkainen Suite, Op. 22: II. The Swan of Tuonela",Sibelius: Symphonies Nos. 5 & 6 - The Swan of Tuonela,Jean Sibelius,2cIUOae4mpQt5PsD8Mqver,2012-09-04,1,556693,0.0906,0.791,0.0619,0.838,0.11,0.0309,-27.055,0.0452,86.672,9,4,study
"The Gadfly Suite, Op. 97a: VIII. Romance: Allegro moderato - Andante con moto","Shostakovich: Film Music, Vol. 2 - Golden Mountains / The Gadfly / Volochayev Days",Dmitri Shostakovich,2fMn5KBVhGlBQZTGrSBeZ7,2004-03-01,42,393840,0.0636,0.918,0.0344,0.484,0.0941,0.0353,-29.329,0.0503,65.937,1,5,study
Coronation,Kingdom of Heaven (Original Motion Picture Soundtrack),Harry Gregson-Williams,7oDlRESwK8YRUFGAwvUbmA,2005-04-26,41,182386,0.107,0.901,0.112,0.964,0.0664,0.03,-19.947,0.0361,90.227,11,3,study
"Piano Trio No. 2 In E Flat Major, Op. 100, D. 929: II. Andante Con Moto","Schubert: Piano Trios In E Flat Major, D. 929 And D. 897",Stuttgart Piano Trio,2uIgnhIEQWJpE8eAIJT9QZ,1989-05-15,45,521066,0.304,0.984,0.0271,0.24,0.0963,0.0827,-21.342,0.0376,100.212,0,4,study
Quatuor pour la fin du temps: V. Louange a l'Eternite de Jesus (Praise to the Eternity of Jesus),"Messiaen, O.: Quatour Pour La Fin Du Temps / Theme and Variations / Les Offrandes Oubliees",Olivier Messiaen,1cE7h6ByN0dmsb5nVbIdRH,2008-07-29,42,543000,0.144,0.959,0.00463,0.577,0.0713,0.0238,-31.204,0.0412,82.014,4,4,study
"Dvořák: Czech Suite in D Major, Op. 39, B. 93: IV. Romanza","Dvorak: American Suite, Czech Suite; Overtures and Tone Poems",Antonín Dvořák,4IDn6FlDFosueSOH0mfExb,2006-04-03,38,265773,0.108,0.969,0.0439,0.959,0.105,0.0494,-28.888,0.0425,69.395,7,4,study
"10 Preludes, Op. 23: No. 5 in G Minor, Alla marcia","10 Preludes, Op. 23: No. 5 in G Minor, Alla marcia",Sergei Rachmaninoff,6ci1JhOLf21Xih6nkbKcWU,2019-07-26,42,240000,0.325,0.971,0.366,0.873,0.099,0.286,-12.389,0.0349,106.723,7,4,study
"Waltzes in F Minor, Op. 70","Piano Recital: Chopin, Haydn, Grieg",Vadim Chaimovich,3zgaqjdosOeU9DK28JVAsY,2019-07-19,41,184500,0.167,0.993,0.0599,0.906,0.0797,0.302,-29.18,0.0442,62.074,8,4,study
"Sospiri, Opus 70","Elgar: Nursery Suite, Serenade, Dream Children & Other Works",Edward Elgar,1SMDuZThgauvMckxone4sT,2001,51,307026,0.169,0.797,0.027,0.92,0.117,0.0318,-30.15,0.0514,113.478,5,1,study
"Berceuse In D Flat, Op.57",Chopin Gold,Frédéric Chopin,6Fn1nJXDFywPRM4J6KsTr2,2010-01-01,0,292546,0.319,0.988,0.0712,0.905,0.141,0.0835,-26.415,0.0379,95.365,1,4,study
"Violin Concerto No. 3 in G Major, K. 216: 2. Adagio (Cadenza: Robert Levin)",Mozart: Violin Concertos Nos. 3 & 4; Duo for Violin and Viola KV 423,Wolfgang Amadeus Mozart,2CeaQuNmGJxxNkIprZ1MvI,1993-01-01,34,478981,0.181,0.947,0.0394,0.0414,0.0899,0.146,-28.233,0.0457,88.011,2,4,study
Amjad Sleeping Panorama,Amjad,Gavin Bryars,1acreCE82QFvN32vlcht51,2009-02-09,0,282933,0.35,0.991,0.101,0.833,0.0716,0.075,-20.01,0.0392,90.149,9,4,study
"Préludes / Book 1, L.117: 1. Danseuses de Delphes","Debussy: Complete Works for Solo Piano, Vol.1",Claude Debussy,5BWcP5slHUid88ERsxEN4a,1996-01-01,32,188000,0.606,0.994,0.00367,0.887,0.0737,0.0551,-30.117,0.0892,130.925,5,4,study
"From Holberg's Time, Op. 40 ""Suite in Olden Style"": I. Praeludium. Allegro vivace","Piano Recital: Chopin, Haydn, Grieg",Vadim Chaimovich,0zmKUAhBfrTalZWg6zbrc4,2019-07-19,39,188500,0.25,0.99,0.0894,0.906,0.102,0.244,-22.838,0.0355,68.303,7,4,study
3 Gymnopedies: No. 2. Lent et triste,Satie: Gymnopédies and other Works,Erik Satie,6cYiVbPLYKEikRkjPmqW44,2014-01-01,39,191290,0.58,0.994,0.00172,0.92,0.0665,0.318,-32.045,0.102,64.489,2,3,study
"Piano Quintet in E-Flat Major, Op. 16 (Version for Piano Quartet): II. Andante cantabile","Beethoven, Schumann: Piano Quartets (Remastered)",Yo-Yo Ma,7bEO1yogMN8Yqzlqiznfjc,1994,48,468640,0.0854,0.95,0.0642,0.819,0.0786,0.0766,-26.589,0.0434,60.2,10,4,study
Concertino bianco: 1. Con intenerimento,Into Silence: Pärt | Vasks | Górecki | Pelēcis,Tamara Anna Cislowska,4TewheY5HBdF1Qv1DVZwcJ,2017-09-08,52,377560,0.312,0.905,0.0443,0.837,0.0872,0.183,-26.137,0.0297,96.95,0,4,study
"Violin Sonata in F Minor, Op. 5: I. Allegro appassionato",Waghalter: Violin Concerto - Violin Sonata,Ignatz Waghalter,1TiQvHbi4WjMY5XgQFac4D,2012-10-02,31,456293,0.256,0.963,0.0685,0.0105,0.102,0.0743,-21.464,0.0437,78.399,5,4,study
Música Callada III,Frederic Mompou: Mùsica Callada,Federico Mompou,0hXWX5OdIzAp46BJHHlL6v,2006,38,105760,0.268,0.996,0.00471,0.861,0.0655,0.242,-32.597,0.0476,73.997,10,5,study
"Piano Concerto No. 1 in C Minor, Op. 35: II. Lento",The Very Best of Shostakovich,Dmitri Shostakovich,3KHNMiH125wqD2I47oxmvp,2006-04-18,35,511760,0.142,0.925,0.0194,0.642,0.0807,0.0355,-26.577,0.0509,67.598,0,3,study
"Pavane, Op. 50","Faure: Requiem, Op. 48 / Pavane, Op. 50",Gabriel Fauré,2oqgnxjyNYItifLYl9MzaW,2005-01-01,48,275680,0.124,0.978,0.0179,0.639,0.114,0.041,-32.271,0.0404,96.272,6,4,study
In the Steppes of Central Asia,Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia,Alexander Borodin,4KqnNrqtlD8x4jHbYFsewL,2005-08-01,41,448560,0.0674,0.947,0.0319,0.843,0.166,0.0384,-25.053,0.0439,67.904,9,3,study
"Mazurkas, Op. 41: No. 4 in A-Flat Major",Chopin: Piano Works,Frédéric Chopin,1JtjTJsem2DVeDbLVgBB5o,2019-07-19,37,109460,0.43,0.995,0.0161,0.901,0.099,0.228,-30.584,0.0404,65.636,8,3,study
"Violin Sonata No.3 in C major: ii. ""The Dryad"" - Lento sostenuto","Violin Sonatas by Dunhill, Bantock and Stanford",Susanne Stanzeleit,4IzCqPekef5LjXs7TiWztX,1995-01-01,0,320893,0.145,0.961,0.00849,0.00278,0.121,0.0324,-32.037,0.0529,67.243,0,1,study
In A Landscape,Cage: Early Piano Music,John Cage,4iXgy9zH7eYSwDuYwb7waL,2005-06-06,0,768173,0.208,0.992,0.00643,0.935,0.0849,0.476,-44.347,0.0433,66.291,2,4,study
Amazons Ballet Suite: XII. Lullaby (Attacca) - XIII. Idyll,Classical Chill Out,Various Artists,42fHejNtAJWEB9IgVF5w29,2009-01-13,0,528373,0.0896,0.851,0.0595,0.886,0.125,0.0337,-23.434,0.0432,85.725,5,4,study
Three Postludes (1981/82): Postlude No. 3,"Silvestrov: Leggiero, Pesante",Valentin Silvestrov,02H2meQsn2tcMNqx6NUZoC,2002-02-19,0,255960,0.0596,0.987,0.00121,0.262,0.0991,0.0383,-39.952,0.0559,62.51,2,5,study
"Polovtsian Dances From ""Prince Igor""","Tchaikovsky: Overture ""1812""; Marche slave / Borodin: In the Steppes; Polovtsian Dances / Rimsky-Korsakov: Russian Easter; Capriccio",Gothenburg Symphony Orchestra,0PlTjNRzj6MkPfaLHNeZLZ,1990-01-01,44,690306,0.225,0.936,0.0972,0.618,0.0913,0.0793,-21.852,0.0364,103.212,2,4,study
"24 Preludes For Violin And Piano, Op.46: 15. Adagio sognando","Spheres - Einaudi, Glass, Nyman, Pärt, Richter",Daniel Hope,4z7XSZvabBr1Q4TFOp6nNL,2013-01-01,32,96680,0.122,0.747,0.00213,7.32e-05,0.0901,0.0391,-41.6,0.0446,72.283,8,5,study
"Consolations, S172/R12: No. 2. Un poco piu mosso",Liszt: 6 Consolations / Ave Maria,Franz Liszt,72avKXjk0UTESGbVsxmjwG,1997-05-30,40,203666,0.28,0.992,0.0058,0.795,0.0613,0.0395,-36.734,0.0493,75.931,11,4,study
"Après un rêve, Op. 7, No. 1",Songs from the Arc of Life,Yo-Yo Ma,05yzhEWkmVXiigqWfcNTQS,2015-09-18,60,160226,0.187,0.991,0.0306,0.968,0.0979,0.036,-27.399,0.0404,96.639,5,4,study
3 Gymnopedies (orch. Debussy): Gymnopedie No. 2,French Festival,Slovak Radio Symphony Orchestra,2euauaTvztPp2Ae6rCeTri,1988-11-25,44,221000,0.092,0.936,0.0239,0.902,0.18,0.0541,-31.457,0.0488,67.289,7,3,study
"En rêve, nocturne, S. 207",Liszt: Sonata in B Minor - Piano Works,Franz Liszt,0eiT0cfG4TT3u6Zw68A1Kw,2003-12-13,45,154400,0.29,0.983,0.0077,0.921,0.0787,0.0386,-38.933,0.0434,135.607,11,1,study
Handel : Concerto grosso in F major Op.3 No.4a : IV Menuet - Alternat - Allegro,"Handel : Water Music, Concerti grossi, Israel in Egypt, The Ways of Zion Do Mourn & Semele",George Frideric Handel,6xhVveC94ilVUSkw0WNp0W,1990-10-01,26,198013,0.607,0.969,0.0342,0.00371,0.108,0.453,-19.54,0.0402,121.288,4,3,study
"Nouveaux quatuors parisiens, Quatuor No. 6 in E Minor, TWV 43:e4: II. Gay",Telemann: Quatuors Parisiens,Georg Philipp Telemann,2MyWdPMQtipdlfGAff5tHM,2017-10-27,43,182213,0.371,0.933,0.0814,1.82e-05,0.32,0.32,-19.738,0.0416,120.264,10,4,study
"Deux Arabesques, L. 66: I. Andantino con moto","Deux Arabesques, L. 66: I. Andantino con moto",Claude Debussy,7DXc54rtHRhCIViAy4s5VW,2019-07-19,51,407700,0.411,0.994,0.0547,0.942,0.0945,0.0998,-23.349,0.0465,70.427,4,4,study
"Lyric Pieces Book I, Op.12: 7. Album Leaf","Wonderland - Edvard Grieg: Piano Concerto, Lyric Pieces",Edvard Grieg,1dORc0ucgLBKLRg6Uw8O6D,2016-09-09,0,80280,0.553,0.995,0.0284,0.959,0.104,0.691,-33.318,0.0377,99.719,4,4,study
"Sicilienne, Op. 78 (arr. for orchestra)",Clair De Lune - Classical Favourites for Relaxing and Dreaming,Various Artists,3pDST36MAGDsFjx9w2jSvP,1998-06-18,39,221560,0.132,0.952,0.0492,0.966,0.108,0.0655,-27.945,0.0442,83.129,3,4,study
La Fille Aux Cheveux De Lin,Classical Piano Chillout,Various Artists,1o3PzqcPWcFY0cQu5xaUsn,2009-07-03,33,136000,0.512,0.995,0.0623,0.95,0.146,0.193,-21.912,0.0581,68.614,6,4,study
"Violin Sonata in G Minor, BWV 1020: I. Allegro. Moderato - Arr. for Harp and Flute",Bach: Isabelle Perrin & Shigenori Kudo,Johann Sebastian Bach,5wx4KlO8s6QW0MgL3nI3Ln,2011,42,263640,0.561,0.986,0.195,0.894,0.159,0.703,-19.37,0.0641,88.396,7,3,study
"Roman Nepi Tancok (Romanian Folk Dances), Bb 68: 3. Topogo - Pe Loc","Bartok: Dance Suite, Sz. 77 / Romanian Folk Dances",Béla Bartók,1M0B8WYb1oY41om7EnPq5B,2002-02-03,31,50040,0.395,0.99,0.0354,0.932,0.0835,0.0461,-32.582,0.0458,114.751,11,4,study
"Concerto No. 21 in C Major for Piano and Orchestra, K. 467: II. Andante",Best Classical Music: The Greats,Various Artists,1vBlyINFxWsXbZ7CNpBmIV,2015-09-21,39,435320,0.154,0.977,0.0277,0.957,0.0927,0.114,-27.577,0.0345,176.608,5,3,study
Gnossienne No.1: Lent,Satie: Piano Works (Selection),Erik Satie,6JWM64yo7VUwBWFqq9VA56,1990-03-15,44,190493,0.433,0.995,0.0127,0.903,0.0947,0.0562,-26.732,0.0538,117.132,5,4,study
"Moderen (The Mother), Op. 41, FS 94: Tagen letter (The Fog is lifting)",Nielsen: Complete Chamber Works for Winds,Carl Nielsen,6fu7onizuA0GuuzjVaY5BU,2014-01-28,49,134413,0.28,0.985,0.0292,0.951,0.125,0.121,-26.544,0.0514,109.711,0,3,study
"Ouverture-suite in G Major, TWV 55:G4 ""Les nations anciennes et modernes"": V. Les suedes anciens",Telemann: Ouverture-suites,Georg Philipp Telemann,4gPfBHuDIb0v3MRjOcnPN1,2017-05-26,40,113946,0.173,0.822,0.0576,0.000127,0.191,0.395,-18.314,0.0451,182.6,6,3,study
"Lyric Pieces, Book 1, Op. 12: No. 2. Vals","Grieg: Lyric Pieces, Vol. 1",Edvard Grieg,0hPNvRCsagdAHpqfIiDMKx,2016-10-07,39,96733,0.509,0.995,0.0515,0.925,0.0828,0.18,-25.597,0.0641,94.247,9,4,study
Rusty Dusty Blues,"The Big Band Era , Volume 1 - The Passing Of An Era",Various Artists,1ywNBYgKTyu9VpNGkeEbmG,1978,51,187453,0.564,0.752,0.265,0.672,0.0587,0.635,-10.692,0.043,87.214,1,4,study
Introduction and Yaqui Indian Folk Song,History,Keith Jarrett,5BmmfKBIVYF5cZkq9pljxO,2014-05-26,0,137586,0.347,0.973,0.0535,0.692,0.0738,0.318,-24.446,0.0342,94.934,10,1,study
Whirly-Bird,The Atomic Mr Basie,Count Basie,5YtcHwvM9O2BayUOsghqhO,1958,43,232493,0.502,0.73,0.536,0.757,0.115,0.854,-10.579,0.087,131.715,8,4,study
Are You Havin' Any Fun?,Strike Up The Band (Digitally Remastered),Tony Bennett,7uv1H2DoWiGnxTWMV6B5qV,1959,43,163746,0.514,0.732,0.499,0,0.177,0.719,-8.474,0.084,138.135,0,3,study
Splanky,The Atomic Mr Basie,Count Basie,3Y0LpU5kqQ3vSZvwcGjl1M,1958,48,217373,0.583,0.725,0.376,0.251,0.0642,0.614,-10.914,0.0433,120.713,6,4,study
Blues in Hoss' Flat - 2003 Remaster,Chairman Of The Board,Count Basie,59s74rmbVxLQxjnzQ6Whkd,2003-06-01,38,193426,0.522,0.548,0.403,3.36e-05,0.309,0.755,-9.93,0.0309,136.439,1,4,study
Sleepwalker's Serenade - 1994 Remaster,The Complete Atomic Basie,Count Basie,5Ojj9lZxV5phnmhxpjnvH5,1994-02-28,36,217600,0.634,0.571,0.228,0.662,0.154,0.686,-13.676,0.0295,113.145,5,4,study
Stompin' & Jumpin',Hall Of Fame,Count Basie,4JOsHuiJUZNyVioEffjj71,1956-01-01,0,165360,0.664,0.756,0.491,0.885,0.135,0.67,-11.32,0.0841,111.572,8,4,study
Lil' Darlin',The Atomic Mr Basie,Count Basie,3uaf8ImF1NTmRe2FFbqxd5,1958,41,288173,0.383,0.911,0.0305,0.468,0.0966,0.172,-21.459,0.0332,64.27,5,4,study
"It's Oh, So Nice",Straight Ahead,Count Basie,6qKh1KwwkAGt11xPuCw0dy,1998-01-01,0,250626,0.648,0.506,0.402,0.913,0.0267,0.532,-10.057,0.0293,115.864,10,4,study
Dream A Little Dream Of Me,Ella & Friends,Ella Fitzgerald,3vFVS2WYHDG4KkWCNecvpn,1996-06-04,0,184552,0.455,0.918,0.167,0,0.173,0.404,-13.613,0.0739,76.118,0,4,study
April In Paris,All Or Nothing At All,Billie Holiday,1UD66TRp6nZuH0CFpKC321,1958-01-01,0,185586,0.496,0.927,0.127,7.07e-05,0.132,0.211,-14.211,0.0382,74.746,0,4,study
Monk's Dream - Take 8,Monk's Dream,Thelonious Monk,0488kXJ1YnLMrrM1ssJnev,1963,52,385466,0.698,0.572,0.278,0.0233,0.105,0.77,-15.425,0.0508,81.079,5,4,study
Blue Monk - 2005 Remastered Version,We See,Thelonious Monk,3wbdFxa40KnYAG7PsUcLQi,2005-10-31,31,457640,0.426,0.861,0.428,0.66,0.107,0.656,-13.638,0.0388,141.006,3,4,study
In A Sentimental Mood,Duke Ellington & John Coltrane,Duke Ellington,0PrGgNDwfJPNXADJYROvBw,1963-02,0,255226,0.464,0.936,0.305,0.0846,0.208,0.282,-12.435,0.0316,108.231,3,4,study
Naima,Giant Steps (Deluxe Edition),John Coltrane,1hVRTl4yhWmGW7ImZoO22e,1960,60,258266,0.303,0.948,0.0141,0.0944,0.0792,0.157,-19.759,0.0418,171.439,10,3,study
I Feel Pretty,Jazz Moods: Cool,Dave Brubeck,1hYMujVqWOs6uRBlgffNWa,2004-06-15,39,308533,0.637,0.673,0.307,0.00238,0.204,0.656,-18.243,0.0485,95.537,8,3,study
So What,Kind Of Blue (Legacy Edition),Miles Davis,4vLYewWIvqHfKtJDk8c8tq,1959-08-17,65,562640,0.517,0.705,0.151,0.00136,0.116,0.21,-17.266,0.0373,136.356,0,4,study
Cantaloupe Island - Remastered 1999 / Rudy Van Gelder Edition,Empyrean Isles (Rudy Van Gelder Edition / Expanded Edition),Herbie Hancock,0sCeNwt8xRCMR4NhKpMyBe,1964-06-17,65,333946,0.515,0.749,0.583,0.000294,0.123,0.414,-8.182,0.0284,116.11,0,4,study
When It's Sleepytime Down South,Standards & Ballads,Wynton Marsalis,7JrgVgkA0n4AnAPvC2y6wV,1983,48,309640,0.534,0.852,0.128,0.163,0.171,0.347,-16.076,0.0412,89.782,8,4,study
Blue in Green,Kind Of Blue (Legacy Edition),Miles Davis,0aWMVrwxPNYkKmFthzmpRi,1959-08-17,68,337733,0.421,0.81,0.0161,0.0021,0.0978,0.16,-25.358,0.0374,110.926,2,4,study
Take Five,Time Out,The Dave Brubeck Quartet,1YQWosTIljIvxAgHWTp7KP,1959-12-14,69,324133,0.454,0.539,0.26,0.00078,0.0675,0.598,-13.193,0.0401,174.322,8,5,study
L.O.V.E.,L.O.V.E.,Harrison Craig,2nfhaqEqr0k5A7Coqr4loL,2014-01-01,0,158493,0.578,0.702,0.413,0,0.139,0.661,-6.277,0.0366,75.034,11,4,study
All or Nothing at All,Ballads for Audiophiles,Scott Hamilton,2H4PHyrS6GiLHRVST7i38S,2017-02-06,31,420640,0.612,0.85,0.112,0.0237,0.0908,0.386,-17.866,0.0552,120.388,9,4,study
Relaxin' At Camarillo,The Smart Attitude of Tommy Flanagan,Tommy Flanagan,4R5HA0phXlp8FicCjoYwWZ,2011-09-26,13,201333,0.52,0.564,0.493,0.919,0.121,0.712,-14.151,0.0464,128.914,7,4,study
Home Cookin',Enchantment,Hilton Ruiz,5iHt2zihQWvVBGdPIR4dKT,2006-01-01,40,209173,0.654,0.775,0.638,0.92,0.108,0.79,-8.999,0.0465,146.388,5,4,study
2/3's Adventure,Live in Cuba,Jazz At Lincoln Center Orchestra,3afCxJceMqMAFYOJNFHomm,2015-08-21,40,505323,0.477,0.656,0.721,0.0451,0.629,0.636,-7.192,0.0523,116.277,0,4,study
Cuchifrito,The Bronx Pyramid,Carlos Henriquez,3KL71OfzGjSeNeMfPQ4w3V,2015-09-18,37,454291,0.546,0.571,0.535,0.846,0.108,0.649,-10.199,0.0561,80.789,7,4,study
Que Bueno Baila Usted,The Very Best Of Beny More Vol. 1,Beny Moré,5c2JVgFOORbNCtaMS0myWY,1995-05-23,39,194720,0.491,0.841,0.683,0.0172,0.41,0.554,-7.579,0.125,174.444,5,4,study
Tirándote Flores II,La Perfecta II,Eddie Palmieri,1Q3BcUqaBamQCMYteR2mAI,2002-01-01,0,330826,0.604,0.341,0.668,0.000574,0.0376,0.867,-5.716,0.043,142.433,5,4,study
Agua De Beber,The Collection,Sérgio Mendes,6B8ckWZ4p80Izvrqbywt0W,2014-10-17,0,149453,0.638,0.556,0.283,0.0601,0.0814,0.887,-20.356,0.0404,80.167,0,4,study
El Manisero - Mambo Son,El Manisero,Bebo Valdés,00MvNfAAC4O5pSvAZPDnGc,2004,44,156640,0.585,0.779,0.712,0.125,0.491,0.807,-8.59,0.0806,82.013,7,4,study
